Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
1,BP,GO:0006690,icosanoid metabolic process,22/2072,61/14849,1.25135490730271e-05,9.89387285017234e-05,6.81082594401055e-05
1,BP,GO:0043406,positive regulation of MAP kinase activity,51/2072,202/14849,1.27975944622126e-05,0.000101034638354268,6.9551059182551e-05
1,BP,GO:0001779,natural killer cell differentiation,13/2072,26/14849,1.28462394114617e-05,0.000101268653585325,6.97121525209345e-05
1,BP,GO:0071900,regulation of protein serine/threonine kinase activity,84/2072,384/14849,1.30066446609689e-05,0.000102381697781837,7.04783590818264e-05
1,BP,GO:2001238,positive regulation of extrinsic apoptotic signaling pathway,21/2072,57/14849,1.34299651269655e-05,0.000105557941241297,7.26648477992158e-05
1,BP,GO:0060348,bone development,44/2072,166/14849,1.34967402618855e-05,0.000105926552070085,7.29185951673065e-05
1,BP,GO:0032088,negative regulation of NF-kappaB transcription factor activity,24/2072,70/14849,1.38384090396898e-05,0.000108448355547805,7.46545750825372e-05
1,BP,GO:0048660,regulation of smooth muscle cell proliferation,38/2072,136/14849,1.41043824298018e-05,0.000110370416987392,7.59776996179909e-05
1,BP,GO:0043491,protein kinase B signaling,40/2072,146/14849,1.41480521189749e-05,0.000110549809005891,7.61011909779713e-05
1,BP,GO:0014066,regulation of phosphatidylinositol 3-kinase signaling,26/2072,79/14849,1.42226843008192e-05,0.000110970255694093,7.63906215432763e-05
1,BP,GO:0002323,natural killer cell activation involved in immune response,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0002517,T cell tolerance induction,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0010819,regulation of T cell chemotaxis,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0032740,positive regulation of interleukin-17 production,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0038065,collagen-activated signaling pathway,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0045072,regulation of interferon-gamma biosynthetic process,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0045078,positive regulation of interferon-gamma biosynthetic process,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0045086,positive regulation of interleukin-2 biosynthetic process,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0045625,regulation of T-helper 1 cell differentiation,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:1900225,regulation of NLRP3 inflammasome complex assembly,8/2072,11/14849,1.57891233433328e-05,0.000121414485276509,8.3580306602134e-05
1,BP,GO:0002675,positive regulation of acute inflammatory response,12/2072,23/14849,1.59663668574994e-05,0.000122600531676678,8.43967670231844e-05
1,BP,GO:0097237,cellular response to toxic substance,36/2072,127/14849,1.6637337928079e-05,0.000127568883192422,8.78169218922461e-05
1,BP,GO:0002719,negative regulation of cytokine production involved in immune response,11/2072,20/14849,1.89169370084314e-05,0.000144839593847602,9.9705876398039e-05
1,BP,GO:0014911,positive regulation of smooth muscle cell migration,20/2072,54/14849,1.95954517206044e-05,0.000149819457990102,0.000103133956424234
1,BP,GO:0071241,cellular response to inorganic substance,35/2072,123/14849,1.98082558233954e-05,0.000151229506135923,0.000104104617017845
1,BP,GO:0048754,branching morphogenesis of an epithelial tube,40/2072,148/14849,2.00348981980868e-05,0.000152741019309877,0.000105145124945911
1,BP,GO:0051928,positive regulation of calcium ion transport,30/2072,99/14849,2.03072504673991e-05,0.000154596196772529,0.000106422207336671
1,BP,GO:0045620,negative regulation of lymphocyte differentiation,16/2072,38/14849,2.05433653002028e-05,0.000156170604400543,0.000107506011068709
1,BP,GO:0071677,positive regulation of mononuclear cell migration,10/2072,17/14849,2.08295526773803e-05,0.000158120635637834,0.000108848389684616
1,BP,GO:0014910,regulation of smooth muscle cell migration,25/2072,76/14849,2.08758632482633e-05,0.000158246764224744,0.000108935215123452
1,BP,GO:0046718,viral entry into host cell,18/2072,46/14849,2.12218709199962e-05,0.000160641122347528,0.000110583463152193
1,BP,GO:0016042,lipid catabolic process,55/2072,227/14849,2.14893401373747e-05,0.00016243502637173,0.000111818365627101
1,BP,GO:0046596,regulation of viral entry into host cell,13/2072,27/14849,2.16145564050908e-05,0.000162919336750677,0.000112151759207536
1,BP,GO:0070266,necroptotic process,13/2072,27/14849,2.16145564050908e-05,0.000162919336750677,0.000112151759207536
1,BP,GO:0048661,positive regulation of smooth muscle cell proliferation,28/2072,90/14849,2.21627309959483e-05,0.000166579962591549,0.000114671691071011
1,BP,GO:1903409,reactive oxygen species biosynthetic process,28/2072,90/14849,2.21627309959483e-05,0.000166579962591549,0.000114671691071011
1,BP,GO:1904950,negative regulation of establishment of protein localization,43/2072,164/14849,2.24427633260878e-05,0.000168447163048904,0.000115957049950209
1,BP,GO:0043405,regulation of MAP kinase activity,62/2072,266/14849,2.39876583601151e-05,0.000179789354994449,0.000123764881760309
1,BP,GO:0034599,cellular response to oxidative stress,55/2072,228/14849,2.45444121035151e-05,0.00018370389339836,0.000126459604051967
1,BP,GO:0042092,type 2 immune response,14/2072,31/14849,2.59922090923276e-05,0.000193995073183493,0.000133543931426746
1,BP,GO:0046006,regulation of activated T cell proliferation,14/2072,31/14849,2.59922090923276e-05,0.000193995073183493,0.000133543931426746
1,BP,GO:0014015,positive regulation of gliogenesis,23/2072,68/14849,2.66843666946809e-05,0.000198882503658678,0.00013690838120127
1,BP,GO:0035690,cellular response to drug,60/2072,256/14849,2.70912043867065e-05,0.000201632720917261,0.000138801598482317
1,BP,GO:0008347,glial cell migration,19/2072,51/14849,2.85877730373323e-05,0.00021217861074644,0.000146061265261843
1,BP,GO:0032835,glomerulus development,19/2072,51/14849,2.85877730373323e-05,0.00021217861074644,0.000146061265261843
1,BP,GO:0051051,negative regulation of transport,90/2072,427/14849,2.94880020323202e-05,0.000218555720208949,0.000150451192566629
1,BP,GO:0010955,negative regulation of protein processing,16/2072,39/14849,3.03451975230145e-05,0.000223974456509895,0.000154181387035582
1,BP,GO:0031638,zymogen activation,16/2072,39/14849,3.03451975230145e-05,0.000223974456509895,0.000154181387035582
1,BP,GO:1903318,negative regulation of protein maturation,16/2072,39/14849,3.03451975230145e-05,0.000223974456509895,0.000154181387035582
1,BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,63/2072,274/14849,3.22275644698877e-05,0.000237538991784276,0.000163519053909236
1,BP,GO:0006979,response to oxidative stress,77/2072,353/14849,3.26071873426095e-05,0.000240005112360174,0.000165216702368413
1,BP,GO:0048659,smooth muscle cell proliferation,38/2072,141/14849,3.42091683340526e-05,0.00025144918352023,0.000173094666634009
1,BP,GO:0043032,positive regulation of macrophage activation,11/2072,21/14849,3.47148833703241e-05,0.000254114853681947,0.000174929682685916
1,BP,GO:0043372,positive regulation of CD4-positive, alpha-beta T cell differentiation,11/2072,21/14849,3.47148833703241e-05,0.000254114853681947,0.000174929682685916
1,BP,GO:0060142,regulation of syncytium formation by plasma membrane fusion,11/2072,21/14849,3.47148833703241e-05,0.000254114853681947,0.000174929682685916
1,BP,GO:0006956,complement activation,13/2072,28/14849,3.52050336430776e-05,0.000256996745594466,0.000176913543253245
1,BP,GO:0033032,regulation of myeloid cell apoptotic process,13/2072,28/14849,3.52050336430776e-05,0.000256996745594466,0.000176913543253245
1,BP,GO:0060840,artery development,26/2072,83/14849,3.76802999401377e-05,0.000274689902025983,0.000189093304473151
1,BP,GO:1901652,response to peptide,69/2072,309/14849,3.78806129532752e-05,0.000275772932278693,0.000189838849787409
1,BP,GO:1902903,regulation of supramolecular fiber organization,70/2072,315/14849,3.93524708246055e-05,0.000286097294712582,0.000196946019708121
1,BP,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,14/2072,32/14849,4.02964624718416e-05,0.000292163059200604,0.000201121620786778
1,BP,GO:1903053,regulation of extracellular matrix organization,14/2072,32/14849,4.02964624718416e-05,0.000292163059200604,0.000201121620786778
1,BP,GO:0030336,negative regulation of cell migration,53/2072,221/14849,4.05281719166594e-05,0.000293443788238964,0.000202003259624654
1,BP,GO:0050901,leukocyte tethering or rolling,10/2072,18/14849,4.09965885988244e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0007272,ensheathment of neurons,33/2072,117/14849,4.10934618864982e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0008366,axon ensheathment,33/2072,117/14849,4.10934618864982e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:2000146,negative regulation of cell motility,55/2072,232/14849,4.12069620062198e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0002863,positive regulation of inflammatory response to antigenic stimulus,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0045059,positive thymic T cell selection,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0050855,regulation of B cell receptor signaling pathway,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0070269,pyroptosis,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0070423,nucleotide-binding oligomerization domain containing signaling pathway,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:1902713,regulation of interferon-gamma secretion,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,8/2072,12/14849,4.15423688469681e-05,0.000295961609071515,0.000203736497933695
1,BP,GO:0002639,positive regulation of immunoglobulin production,15/2072,36/14849,4.31498793332861e-05,0.000306594275956109,0.000211055901019652
1,BP,GO:0072376,protein activation cascade,15/2072,36/14849,4.31498793332861e-05,0.000306594275956109,0.000211055901019652
1,BP,GO:0046777,protein autophosphorylation,54/2072,227/14849,4.36257436502133e-05,0.000309562700282272,0.000213099329484888
1,BP,GO:0006809,nitric oxide biosynthetic process,21/2072,61/14849,4.38622931707413e-05,0.000310414555520426,0.000213685736632465
1,BP,GO:0061515,myeloid cell development,21/2072,61/14849,4.38622931707413e-05,0.000310414555520426,0.000213685736632465
1,BP,GO:0006509,membrane protein ectodomain proteolysis,16/2072,40/14849,4.40619715456903e-05,0.0003105902729722,0.000213806698463841
1,BP,GO:0043029,T cell homeostasis,16/2072,40/14849,4.40619715456903e-05,0.0003105902729722,0.000213806698463841
1,BP,GO:1902622,regulation of neutrophil migration,16/2072,40/14849,4.40619715456903e-05,0.0003105902729722,0.000213806698463841
1,BP,GO:0006691,leukotriene metabolic process,9/2072,15/14849,4.44804196595287e-05,0.000311889679428459,0.000214701194616977
1,BP,GO:0032823,regulation of natural killer cell differentiation,9/2072,15/14849,4.44804196595287e-05,0.000311889679428459,0.000214701194616977
1,BP,GO:0045579,positive regulation of B cell differentiation,9/2072,15/14849,4.44804196595287e-05,0.000311889679428459,0.000214701194616977
1,BP,GO:0048245,eosinophil chemotaxis,9/2072,15/14849,4.44804196595287e-05,0.000311889679428459,0.000214701194616977
1,BP,GO:0022617,extracellular matrix disassembly,12/2072,25/14849,4.68197024277407e-05,0.000326948411050255,0.000225067448718558
1,BP,GO:0042554,superoxide anion generation,12/2072,25/14849,4.68197024277407e-05,0.000326948411050255,0.000225067448718558
1,BP,GO:0045622,regulation of T-helper cell differentiation,12/2072,25/14849,4.68197024277407e-05,0.000326948411050255,0.000225067448718558
1,BP,GO:1901343,negative regulation of vasculature development,30/2072,103/14849,4.68734445566513e-05,0.000326948411050255,0.000225067448718558
1,BP,GO:0034103,regulation of tissue remodeling,22/2072,66/14849,5.1158853581264e-05,0.000356373242790269,0.00024532315752419
1,BP,GO:0051208,sequestering of calcium ion,28/2072,94/14849,5.33515363018901e-05,0.000371162319781687,0.0002555037845432
1,BP,GO:0071417,cellular response to organonitrogen compound,82/2072,387/14849,5.42368861412751e-05,0.000376829682199289,0.000259405130312693
1,BP,GO:0010632,regulation of epithelial cell migration,47/2072,191/14849,5.5059544871515e-05,0.000382047284661853,0.000262996866608045
1,BP,GO:0010543,regulation of platelet activation,13/2072,29/14849,5.56842808864873e-05,0.000385879756624306,0.00026563509532463
1,BP,GO:0030260,entry into host cell,18/2072,49/14849,5.73812443670658e-05,0.000395581696289901,0.00027231379671713
1,BP,GO:0044409,entry into host,18/2072,49/14849,5.73812443670658e-05,0.000395581696289901,0.00027231379671713
1,BP,GO:0051806,entry into cell of other organism involved in symbiotic interaction,18/2072,49/14849,5.73812443670658e-05,0.000395581696289901,0.00027231379671713
1,BP,GO:0051828,entry into other organism involved in symbiotic interaction,18/2072,49/14849,5.73812443670658e-05,0.000395581696289901,0.00027231379671713
1,BP,GO:0050678,regulation of epithelial cell proliferation,66/2072,296/14849,5.80126878183717e-05,0.00039941810514742,0.00027495473554607
1,BP,GO:0006898,receptor-mediated endocytosis,45/2072,181/14849,6.03117501087711e-05,0.000414711375909215,0.000285482443638801
1,BP,GO:0001783,B cell apoptotic process,11/2072,22/14849,6.06825857837434e-05,0.000415118741516776,0.000285762869341728
1,BP,GO:0009595,detection of biotic stimulus,11/2072,22/14849,6.06825857837434e-05,0.000415118741516776,0.000285762869341728
1,BP,GO:1904467,regulation of tumor necrosis factor secretion,11/2072,22/14849,6.06825857837434e-05,0.000415118741516776,0.000285762869341728
1,BP,GO:1990774,tumor necrosis factor secretion,11/2072,22/14849,6.06825857837434e-05,0.000415118741516776,0.000285762869341728
1,BP,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,16/2072,41/14849,6.296183180485e-05,0.000430158463702623,0.000296116037570718
1,BP,GO:0044089,positive regulation of cellular component biogenesis,96/2072,471/14849,6.35732650721733e-05,0.000433779679346494,0.000298608839917143
1,BP,GO:2001235,positive regulation of apoptotic signaling pathway,42/2072,166/14849,6.82146031318388e-05,0.000464853734129883,0.000319999854508626
1,BP,GO:0071248,cellular response to metal ion,30/2072,105/14849,6.95393488924035e-05,0.000473276105041658,0.000325797715789509
1,BP,GO:0042552,myelination,32/2072,115/14849,7.11311106688958e-05,0.000483491949942022,0.000332830183513832
1,BP,GO:0050673,epithelial cell proliferation,74/2072,344/14849,7.41952208996328e-05,0.000503676856272794,0.000346725236118297
1,BP,GO:0046209,nitric oxide metabolic process,21/2072,63/14849,7.52756454500925e-05,0.000510361214508324,0.000351326669872201
1,BP,GO:0030194,positive regulation of blood coagulation,10/2072,19/14849,7.57228891424051e-05,0.000512090452081062,0.000352517056720921
1,BP,GO:1900048,positive regulation of hemostasis,10/2072,19/14849,7.57228891424051e-05,0.000512090452081062,0.000352517056720921
1,BP,GO:0002828,regulation of type 2 immune response,12/2072,26/14849,7.59398135845511e-05,0.000512906548278926,0.000353078847764873
1,BP,GO:0001781,neutrophil apoptotic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0001787,natural killer cell proliferation,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0002664,regulation of T cell tolerance induction,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0010820,positive regulation of T cell chemotaxis,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0042090,interleukin-12 biosynthetic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0042228,interleukin-8 biosynthetic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0043374,CD8-positive, alpha-beta T cell differentiation,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0045075,regulation of interleukin-12 biosynthetic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0045350,interferon-beta biosynthetic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0045357,regulation of interferon-beta biosynthetic process,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0046642,negative regulation of alpha-beta T cell proliferation,7/2072,10/14849,8.30797518765377e-05,0.000553414997187587,0.000380964388539123
1,BP,GO:0000302,response to reactive oxygen species,44/2072,178/14849,8.37132321475482e-05,0.000556938594399856,0.000383389991502997
1,BP,GO:1901224,positive regulation of NIK/NF-kappaB signaling,20/2072,59/14849,8.49238084440988e-05,0.000563711968468791,0.000388052702711822
1,BP,GO:0035023,regulation of Rho protein signal transduction,33/2072,121/14849,8.49902633582849e-05,0.000563711968468791,0.000388052702711822
1,BP,GO:0038034,signal transduction in absence of ligand,22/2072,68/14849,8.51544632421424e-05,0.000563711968468791,0.000388052702711822
1,BP,GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,22/2072,68/14849,8.51544632421424e-05,0.000563711968468791,0.000388052702711822
1,BP,GO:0006958,complement activation, classical pathway,9/2072,16/14849,8.90608495977671e-05,0.000585932429020372,0.000403349006950251
1,BP,GO:0033033,negative regulation of myeloid cell apoptotic process,9/2072,16/14849,8.90608495977671e-05,0.000585932429020372,0.000403349006950251
1,BP,GO:0044110,growth involved in symbiotic interaction,9/2072,16/14849,8.90608495977671e-05,0.000585932429020372,0.000403349006950251
1,BP,GO:0044116,growth of symbiont involved in interaction with host,9/2072,16/14849,8.90608495977671e-05,0.000585932429020372,0.000403349006950251
1,BP,GO:0044117,growth of symbiont in host,9/2072,16/14849,8.90608495977671e-05,0.000585932429020372,0.000403349006950251
1,BP,GO:0035872,nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0042095,interferon-gamma biosynthetic process,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0044130,negative regulation of growth of symbiont in host,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0044146,negative regulation of growth of symbiont involved in interaction with host,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0071360,cellular response to exogenous dsRNA,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0090026,positive regulation of monocyte chemotaxis,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0140131,positive regulation of lymphocyte chemotaxis,8/2072,13/14849,9.47519726457842e-05,0.000618033368701816,0.000425446917052835
1,BP,GO:0035904,aorta development,19/2072,55/14849,9.49650494456079e-05,0.000618665951706167,0.000425882379768297
1,BP,GO:0051209,release of sequestered calcium ion into cytosol,27/2072,92/14849,9.54771601081207e-05,0.000620485105141677,0.000427134663641593
1,BP,GO:0051283,negative regulation of sequestering of calcium ion,27/2072,92/14849,9.54771601081207e-05,0.000620485105141677,0.000427134663641593
1,BP,GO:2000181,negative regulation of blood vessel morphogenesis,28/2072,97/14849,9.83993281662291e-05,0.000638696735441942,0.00043967133618733
1,BP,GO:0001503,ossification,66/2072,301/14849,9.85996155155646e-05,0.000639218188664773,0.000440030298465543
1,BP,GO:0050679,positive regulation of epithelial cell proliferation,40/2072,158/14849,9.90439029341396e-05,0.000641318297370631,0.000441475988649327
1,BP,GO:0097581,lamellipodium organization,24/2072,78/14849,0.00010153892541088,0.000656675890187596,0.000452047975289878
1,BP,GO:0071800,podosome assembly,11/2072,23/14849,0.0001016724531328,0.000656742427569323,0.000452093778842498
1,BP,GO:0046677,response to antibiotic,49/2072,207/14849,0.000109802230254026,0.000708397197365262,0.00048765231608931
1,BP,GO:0048871,multicellular organismal homeostasis,61/2072,274/14849,0.000113873889755938,0.000733777458898901,0.000505123790236673
1,BP,GO:0051282,regulation of sequestering of calcium ion,27/2072,93/14849,0.000116892393570312,0.000752318315623421,0.000517887098388682
1,BP,GO:0032069,regulation of nuclease activity,12/2072,27/14849,0.000119400019328119,0.000767530401688235,0.00052835891988889
1,BP,GO:0060402,calcium ion transport into cytosol,33/2072,123/14849,0.000119994554813097,0.000770422870601197,0.000530350061539179
1,BP,GO:0008154,actin polymerization or depolymerization,44/2072,181/14849,0.000126622647091878,0.000812000103914104,0.000558971340952811
1,BP,GO:0045581,negative regulation of T cell differentiation,13/2072,31/14849,0.000128935592568597,0.000823941919148803,0.000567191946397286
1,BP,GO:0030866,cortical actin cytoskeleton organization,15/2072,39/14849,0.000129103303150544,0.000823941919148803,0.000567191946397286
1,BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,15/2072,39/14849,0.000129103303150544,0.000823941919148803,0.000567191946397286
1,BP,GO:1904407,positive regulation of nitric oxide metabolic process,15/2072,39/14849,0.000129103303150544,0.000823941919148803,0.000567191946397286
1,BP,GO:0072574,hepatocyte proliferation,10/2072,20/14849,0.000132528841276379,0.000842775889214584,0.000580157030333098
1,BP,GO:0072575,epithelial cell proliferation involved in liver morphogenesis,10/2072,20/14849,0.000132528841276379,0.000842775889214584,0.000580157030333098
1,BP,GO:0098581,detection of external biotic stimulus,10/2072,20/14849,0.000132528841276379,0.000842775889214584,0.000580157030333098
1,BP,GO:0030041,actin filament polymerization,39/2072,155/14849,0.000138391864877544,0.000879011022565475,0.000605100870834003
1,BP,GO:1903036,positive regulation of response to wounding,18/2072,52/14849,0.000139909686527852,0.000887593713698718,0.000611009094673639
1,BP,GO:0051271,negative regulation of cellular component movement,58/2072,259/14849,0.000140316228989922,0.000889114368950411,0.000612055895900718
1,BP,GO:0040013,negative regulation of locomotion,61/2072,276/14849,0.000141090663841437,0.000892959795262494,0.000614703042239542
1,BP,GO:0030038,contractile actin filament bundle assembly,27/2072,94/14849,0.000142498410678483,0.000899732263632268,0.000619365129975695
1,BP,GO:0043149,stress fiber assembly,27/2072,94/14849,0.000142498410678483,0.000899732263632268,0.000619365129975695
1,BP,GO:0032418,lysosome localization,20/2072,61/14849,0.000143527914159477,0.000904090135408807,0.000622365037757591
1,BP,GO:0097194,execution phase of apoptosis,20/2072,61/14849,0.000143527914159477,0.000904090135408807,0.000622365037757591
1,BP,GO:0002244,hematopoietic progenitor cell differentiation,31/2072,114/14849,0.000145735028432576,0.000916909051378037,0.000631189429053039
1,BP,GO:0060443,mammary gland morphogenesis,17/2072,48/14849,0.000154652232324065,0.000971865266574224,0.000669020642563762
1,BP,GO:0031032,actomyosin structure organization,42/2072,172/14849,0.000160440931088177,0.00100705503152991,0.000693244863731073
1,BP,GO:0019915,lipid storage,19/2072,57/14849,0.000163385892918649,0.00102433343925115,0.0007051391168068
1,BP,GO:0002861,regulation of inflammatory response to antigenic stimulus,11/2072,24/14849,0.000164111723563885,0.00102526538671975,0.000705780658505755
1,BP,GO:0030212,hyaluronan metabolic process,11/2072,24/14849,0.000164111723563885,0.00102526538671975,0.000705780658505755
1,BP,GO:0045672,positive regulation of osteoclast differentiation,11/2072,24/14849,0.000164111723563885,0.00102526538671975,0.000705780658505755
1,BP,GO:0002313,mature B cell differentiation involved in immune response,9/2072,17/14849,0.000165821058633202,0.00103231357646768,0.000710632549602447
1,BP,GO:0030889,negative regulation of B cell proliferation,9/2072,17/14849,0.000165821058633202,0.00103231357646768,0.000710632549602447
1,BP,GO:1901739,regulation of myoblast fusion,9/2072,17/14849,0.000165821058633202,0.00103231357646768,0.000710632549602447
1,BP,GO:0051346,negative regulation of hydrolase activity,63/2072,289/14849,0.000166964822652615,0.00103822116676288,0.00071469926542328
1,BP,GO:0051056,regulation of small GTPase mediated signal transduction,57/2072,255/14849,0.000167825934550568,0.00104235944664333,0.000717548008721297
1,BP,GO:0032231,regulation of actin filament bundle assembly,27/2072,95/14849,0.000172989104640464,0.00107317687849713,0.000738762367100076
1,BP,GO:0034329,cell junction assembly,43/2072,178/14849,0.000174475224114595,0.00108113775500776,0.000744242541051852
1,BP,GO:0008064,regulation of actin polymerization or depolymerization,40/2072,162/14849,0.000176633465390486,0.00109324011273624,0.000752573662064728
1,BP,GO:0030199,collagen fibril organization,15/2072,40/14849,0.000180128102113456,0.00111357616724201,0.00076657276329881
1,BP,GO:0045428,regulation of nitric oxide biosynthetic process,18/2072,53/14849,0.000184513334646148,0.00113936449632598,0.000784325146358267
1,BP,GO:0098754,detoxification,14/2072,36/14849,0.000187901029063958,0.00115894049060397,0.000797801031052502
1,BP,GO:0030195,negative regulation of blood coagulation,13/2072,32/14849,0.00018958341842427,0.00116527109202184,0.00080215894276523
1,BP,GO:1900047,negative regulation of hemostasis,13/2072,32/14849,0.00018958341842427,0.00116527109202184,0.00080215894276523
1,BP,GO:2000249,regulation of actin cytoskeleton reorganization,13/2072,32/14849,0.00018958341842427,0.00116527109202184,0.00080215894276523
1,BP,GO:0034330,cell junction organization,50/2072,217/14849,0.000190669414534212,0.00116948963352676,0.000805062937223486
1,BP,GO:0051017,actin filament bundle assembly,38/2072,152/14849,0.00019305104457234,0.00116948963352676,0.000805062937223486
1,BP,GO:0001771,immunological synapse formation,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0002710,negative regulation of T cell mediated immunity,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0002864,regulation of acute inflammatory response to antigenic stimulus,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0016045,detection of bacterium,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0032691,negative regulation of interleukin-1 beta production,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0032693,negative regulation of interleukin-10 production,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0033008,positive regulation of mast cell activation involved in immune response,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0035743,CD4-positive, alpha-beta T cell cytokine production,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0043306,positive regulation of mast cell degranulation,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0044126,regulation of growth of symbiont in host,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0044144,modulation of growth of symbiont involved in interaction with host,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0050832,defense response to fungus,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0050862,positive regulation of T cell receptor signaling pathway,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:0098543,detection of other organism,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:1900017,positive regulation of cytokine production involved in inflammatory response,8/2072,14/14849,0.000194000532189464,0.00116948963352676,0.000805062937223486
1,BP,GO:2001233,regulation of apoptotic signaling pathway,76/2072,366/14849,0.000195772516919217,0.00117883812730227,0.000811498330613702
1,BP,GO:0030278,regulation of ossification,43/2072,179/14849,0.000199203260720042,0.00119814241126084,0.000824787173113158
1,BP,GO:0002281,macrophage activation involved in immune response,7/2072,11/14849,0.000200838351809646,0.00120119817821953,0.000826890727221474
1,BP,GO:0002431,Fc receptor mediated stimulatory signaling pathway,7/2072,11/14849,0.000200838351809646,0.00120119817821953,0.000826890727221474
